organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	num_segments 	assembly_gc_content	length	num_of_frameshifts	num_of_stop_codons	genome_coverage	n50 	n75	n90	l50 	l75	ref_genome_acc	query_coverage_against_reference	reference_coverage_against_query	percent_identity_against_reference	percent_reads_unaligned	assembly_level	assembly_score
Clostridioides difficile	FDAARGOS_268	NZ_NBTS02000001.1	GCA_002082945.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79687	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/945/GCF_002082945.2_ASM208294v2/					29.08	4343228				4324278	4324278		1	1	NC_008226.2					Contig	19
Clostridioides difficile	FDAARGOS_269	NZ_NBTR02000002.1	GCA_002082985.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/985/GCF_002082985.1_ASM208298v2/					28.6	4267157				4140126	4140126		1	1	NC_009089.1	93	96	99.57		Contig	22
Clostridioides difficile	FDAARGOS_269	NZ_NBTR02000001.1	GCA_002082985.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/985/GCF_002082985.1_ASM208298v2/					28.6	4267157				4140126	4140126		1	1	NC_009089.1	0	3	79.23		Contig	22
Clostridioides difficile	FDAARGOS_269	NZ_NBTR02000003.1	GCA_002082985.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/985/GCF_002082985.1_ASM208298v2/					28.6	4267157				4140126	4140126		1	1	NC_009089.1					Contig	19
Clostridioides difficile	FDAARGOS_269	NZ_NBTR02000002.1	GCA_002082985.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/985/GCF_002082985.1_ASM208298v2/					28.6	4267157				4140126	4140126		1	1	NC_008226.2					Contig	19
Clostridioides difficile	FDAARGOS_269	NZ_NBTR02000001.1	GCA_002082985.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/985/GCF_002082985.1_ASM208298v2/					28.6	4267157				4140126	4140126		1	1	NC_008226.2					Contig	19
Clostridioides difficile	FDAARGOS_269	NZ_NBTR02000003.1	GCA_002082985.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/985/GCF_002082985.1_ASM208298v2/					28.6	4267157				4140126	4140126		1	1	NC_008226.2	20	54	94.49		Contig	22
Clostridioides difficile	FDAARGOS_267	NZ_CP020424.2	GCA_002073735.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/735/GCF_002073735.2_ASM207373v2/	Chromosome				28.7	4286148				4109635	4109635		1	1	NC_009089.1	93	95	99.71		Complete Genome	23
Clostridioides difficile	FDAARGOS_267	NZ_CP020425.2	GCA_002073735.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/735/GCF_002073735.2_ASM207373v2/	Plasmid unnamed1				28.7	4286148				4109635	4109635		1	1	NC_009089.1	0	11	78.42		Complete Genome	23
Clostridioides difficile	FDAARGOS_267	NZ_CP020426.2	GCA_002073735.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/735/GCF_002073735.2_ASM207373v2/	Plasmid unnamed2				28.7	4286148				4109635	4109635		1	1	NC_009089.1	0	4	98.07		Complete Genome	23
Clostridioides difficile	FDAARGOS_267	NZ_CP020424.2	GCA_002073735.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/735/GCF_002073735.2_ASM207373v2/	Chromosome				28.7	4286148				4109635	4109635		1	1	NC_008226.2	1		84.09		Complete Genome	22
Clostridioides difficile	FDAARGOS_267	NZ_CP020425.2	GCA_002073735.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/735/GCF_002073735.2_ASM207373v2/	Plasmid unnamed1				28.7	4286148				4109635	4109635		1	1	NC_008226.2					Complete Genome	20
Clostridioides difficile	FDAARGOS_267	NZ_CP020426.2	GCA_002073735.2	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Peptostreptococcaceae| Clostridioides	1496	ARGOS_000012	v1.4	HIVEAWS	79689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/735/GCF_002073735.2_ASM207373v2/	Plasmid unnamed2				28.7	4286148				4109635	4109635		1	1	NC_008226.2					Complete Genome	20
Clostridium perfringens	FDAARGOS_932	NZ_CP065874.1	GCA_016117735.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80041	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/117/735/GCF_016117735.1_ASM1611773v1/	Chromosome				28.51	3178691				3178691	3178691		1	1	NC_003366.1	90	88	99.16		Chromosome	23
Clostridium perfringens	FDAARGOS_932	NZ_CP065874.1	GCA_016117735.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80041	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/117/735/GCF_016117735.1_ASM1611773v1/	Chromosome				28.51	3178691				3178691	3178691		1	1	NC_003042.1					Chromosome	20
Clostridium perfringens	FDAARGOS_931	NZ_CP065632.1	GCA_016026675.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/675/GCF_016026675.1_ASM1602667v1/	Chromosome				28.38	3375486				3320059	3320059		1	1	NC_003366.1	93	85	99.12		Complete Genome	23
Clostridium perfringens	FDAARGOS_931	NZ_CP065633.1	GCA_016026675.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/675/GCF_016026675.1_ASM1602667v1/	Plasmid unnamed1				28.38	3375486				3320059	3320059		1	1	NC_003366.1	0	1	90.43		Complete Genome	23
Clostridium perfringens	FDAARGOS_931	NZ_CP065634.1	GCA_016026675.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/675/GCF_016026675.1_ASM1602667v1/	Plasmid unnamed2				28.38	3375486				3320059	3320059		1	1	NC_003366.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_931	NZ_CP065632.1	GCA_016026675.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/675/GCF_016026675.1_ASM1602667v1/	Chromosome				28.38	3375486				3320059	3320059		1	1	NC_003042.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_931	NZ_CP065633.1	GCA_016026675.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/675/GCF_016026675.1_ASM1602667v1/	Plasmid unnamed1				28.38	3375486				3320059	3320059		1	1	NC_003042.1	1	1	78.07		Complete Genome	23
Clostridium perfringens	FDAARGOS_931	NZ_CP065634.1	GCA_016026675.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/675/GCF_016026675.1_ASM1602667v1/	Plasmid unnamed2				28.38	3375486				3320059	3320059		1	1	NC_003042.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_905	NZ_CP065675.1	GCA_016026995.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80043	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/995/GCF_016026995.1_ASM1602699v1/	Chromosome				28.4	3347523				3293211	3293211		1	1	NC_003366.1	94	86	98.94		Complete Genome	23
Clostridium perfringens	FDAARGOS_905	NZ_CP065676.1	GCA_016026995.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80043	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/995/GCF_016026995.1_ASM1602699v1/	Plasmid unnamed				28.4	3347523				3293211	3293211		1	1	NC_003366.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_905	NZ_CP065675.1	GCA_016026995.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80043	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/995/GCF_016026995.1_ASM1602699v1/	Chromosome				28.4	3347523				3293211	3293211		1	1	NC_003042.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_905	NZ_CP065676.1	GCA_016026995.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80043	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/995/GCF_016026995.1_ASM1602699v1/	Plasmid unnamed				28.4	3347523				3293211	3293211		1	1	NC_003042.1	100	100	99.98		Complete Genome	23
Clostridium perfringens	FDAARGOS_904	NZ_CP065677.1	GCA_016027155.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/155/GCF_016027155.1_ASM1602715v1/	Chromosome				28.3	3360860				3296682	3296682		1	1	NC_003366.1	93	86	98.92		Complete Genome	23
Clostridium perfringens	FDAARGOS_904	NZ_CP065678.1	GCA_016027155.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/155/GCF_016027155.1_ASM1602715v1/	Plasmid unnamed1				28.3	3360860				3296682	3296682		1	1	NC_003366.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_904	NZ_CP065679.1	GCA_016027155.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/155/GCF_016027155.1_ASM1602715v1/	Plasmid unnamed2				28.3	3360860				3296682	3296682		1	1	NC_003366.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_904	NZ_CP065677.1	GCA_016027155.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/155/GCF_016027155.1_ASM1602715v1/	Chromosome				28.3	3360860				3296682	3296682		1	1	NC_003042.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_904	NZ_CP065678.1	GCA_016027155.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/155/GCF_016027155.1_ASM1602715v1/	Plasmid unnamed1				28.3	3360860				3296682	3296682		1	1	NC_003042.1	100	100	99.98		Complete Genome	23
Clostridium perfringens	FDAARGOS_904	NZ_CP065679.1	GCA_016027155.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/155/GCF_016027155.1_ASM1602715v1/	Plasmid unnamed2				28.3	3360860				3296682	3296682		1	1	NC_003042.1	1	6	87.90		Complete Genome	23
Clostridium perfringens	FDAARGOS_903	NZ_CP065681.1	GCA_016027375.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80045	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/375/GCF_016027375.1_ASM1602737v1/	Chromosome				28.33	3355233				3300922	3300922		1	1	NC_003366.1	94	87	98.91		Complete Genome	23
Clostridium perfringens	FDAARGOS_903	NZ_CP065680.1	GCA_016027375.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80045	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/375/GCF_016027375.1_ASM1602737v1/	Plasmid unnamed				28.33	3355233				3300922	3300922		1	1	NC_003366.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_903	NZ_CP065681.1	GCA_016027375.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80045	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/375/GCF_016027375.1_ASM1602737v1/	Chromosome				28.33	3355233				3300922	3300922		1	1	NC_003042.1					Complete Genome	20
Clostridium perfringens	FDAARGOS_903	NZ_CP065680.1	GCA_016027375.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1502	ARGOS_000012	v1.4	HIVEAWS	80045	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/375/GCF_016027375.1_ASM1602737v1/	Plasmid unnamed				28.33	3355233				3300922	3300922		1	1	NC_003042.1	100	100	99.97		Complete Genome	23
Clostridium septicum	FDAARGOS_1551	NZ_CP086003.1	GCA_020736665.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1504	ARGOS_000012	v1.4	HIVEAWS	80049	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/665/GCF_020736665.1_ASM2073666v1/	Chromosome				27.85	3399275				3399275	3399275		1	1	NC_003366.1	17	15	81.16		Chromosome	23
Clostridium septicum	FDAARGOS_1551	NZ_CP086003.1	GCA_020736665.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1504	ARGOS_000012	v1.4	HIVEAWS	80049	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/665/GCF_020736665.1_ASM2073666v1/	Chromosome				27.85	3399275				3399275	3399275		1	1	NC_003042.1					Chromosome	20
Clostridium sp. M62/1	FDAARGOS_1583	NZ_CP085988.1	GCA_020736365.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium| unclassified Clostridium	411486	ARGOS_000012	v1.4	HIVEAWS	80052	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/365/GCF_020736365.1_ASM2073636v1/	Chromosome				50.09	3923995				3892014	3892014		1	1	NC_003366.1	1	0	83.32		Chromosome	23
Clostridium sp. M62/1	FDAARGOS_1583	NZ_CP085989.1	GCA_020736365.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium| unclassified Clostridium	411486	ARGOS_000012	v1.4	HIVEAWS	80052	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/365/GCF_020736365.1_ASM2073636v1/	Chromosome				50.09	3923995				3892014	3892014		1	1	NC_003366.1					Chromosome	20
Clostridium sp. M62/1	FDAARGOS_1583	NZ_CP085988.1	GCA_020736365.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium| unclassified Clostridium	411486	ARGOS_000012	v1.4	HIVEAWS	80052	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/365/GCF_020736365.1_ASM2073636v1/	Chromosome				50.09	3923995				3892014	3892014		1	1	NC_003042.1					Chromosome	20
Clostridium sp. M62/1	FDAARGOS_1583	NZ_CP085989.1	GCA_020736365.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium| unclassified Clostridium	411486	ARGOS_000012	v1.4	HIVEAWS	80052	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/365/GCF_020736365.1_ASM2073636v1/	Chromosome				50.09	3923995				3892014	3892014		1	1	NC_003042.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1532	NZ_CP084662.1	GCA_020450145.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80054	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/450/145/GCF_020450145.1_ASM2045014v1/	Chromosome				27.97	4246123				4200680	4200680		1	1	NC_003366.1	8	5	79.17		Chromosome	23
Clostridium sporogenes	FDAARGOS_1532	NZ_CP084663.1	GCA_020450145.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80054	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/450/145/GCF_020450145.1_ASM2045014v1/	Plasmid unnamed				27.97	4246123				4200680	4200680		1	1	NC_003366.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1532	NZ_CP084662.1	GCA_020450145.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80054	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/450/145/GCF_020450145.1_ASM2045014v1/	Chromosome				27.97	4246123				4200680	4200680		1	1	NC_003042.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1532	NZ_CP084663.1	GCA_020450145.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80054	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/450/145/GCF_020450145.1_ASM2045014v1/	Plasmid unnamed				27.97	4246123				4200680	4200680		1	1	NC_003042.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1531	NZ_CP084367.1	GCA_020341555.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80055	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/555/GCF_020341555.1_ASM2034155v1/	Chromosome				28.04	4213482				4156152	4156152		1	1	NC_003366.1	8	5	79.18		Chromosome	23
Clostridium sporogenes	FDAARGOS_1531	NZ_CP084368.1	GCA_020341555.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80055	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/555/GCF_020341555.1_ASM2034155v1/	Plasmid unnamed				28.04	4213482				4156152	4156152		1	1	NC_003366.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1531	NZ_CP084367.1	GCA_020341555.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80055	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/555/GCF_020341555.1_ASM2034155v1/	Chromosome				28.04	4213482				4156152	4156152		1	1	NC_003042.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1531	NZ_CP084368.1	GCA_020341555.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80055	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/555/GCF_020341555.1_ASM2034155v1/	Plasmid unnamed				28.04	4213482				4156152	4156152		1	1	NC_003042.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1491	NZ_CP083649.1	GCA_020099295.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80056	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/099/295/GCF_020099295.1_ASM2009929v1/	Chromosome				28.1	4067407				4067407	4067407		1	1	NC_003366.1	8	5	79.17		Complete Genome	23
Clostridium sporogenes	FDAARGOS_1491	NZ_CP083649.1	GCA_020099295.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80056	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/099/295/GCF_020099295.1_ASM2009929v1/	Chromosome				28.1	4067407				4067407	4067407		1	1	NC_003042.1					Complete Genome	20
Clostridium sporogenes	FDAARGOS_1470	NZ_CP082943.1	GCA_019933215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80057	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/933/215/GCF_019933215.1_ASM1993321v1/	Chromosome				27.98	4100015				4100015	4100015		1	1	NC_003366.1	8	5	79.18		Chromosome	23
Clostridium sporogenes	FDAARGOS_1470	NZ_CP082943.1	GCA_019933215.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80057	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/933/215/GCF_019933215.1_ASM1993321v1/	Chromosome				27.98	4100015				4100015	4100015		1	1	NC_003042.1					Chromosome	20
Clostridium sporogenes	FDAARGOS_1471	NZ_CP082942.1	GCA_019933195.1	cellular organisms| Bacteria| Terrabacteria group| Bacillota| Clostridia| Eubacteriales| Clostridiaceae| Clostridium	1509	ARGOS_000012	v1.4	HIVEAWS	80058	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/933/195/GCF_019933195.1_ASM1993319v1/	Chromosome				27.44	3768810				3768810	3768810		1	1	NC_003366.1	9	7	79.19		Chromosome	23
