organism_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803995		EPI_ISL_16886789	84869	NA	A/WA/84869/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450433	FDAARGOS_903	GCA_016027375.1	FDAARGOS_903	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:756	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450433	FDAARGOS_903	GCA_016027375.1	FDAARGOS_903	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:756	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridium sporogenes	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1509	ARGOS_000020	v1.4	PRJNA231221	SAMN21402699	FDAARGOS_1532	GCA_020450145.1	FDAARGOS_1532	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:1734	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN16357487	FDAARGOS_1345	GCA_016985475.1	FDAARGOS_1345	NA	Not applicable	FDA-Stanford Microbiome Effort	Unknown	USA:MD	missing	Not applicable	FDA:FDAARGOS_1345	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803952		EPI_ISL_16868567	4730	NA	A/WA/04730/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803986		EPI_ISL_16886786	55027	NA	A/WA/55027/2022(H1N1)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803990		EPI_ISL_16886788	62608	NA	A/WA/62608/2022(H3N2)	UW Medicine	44866	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN21402693	FDAARGOS_1526	GCA_020297525.1	FDAARGOS_1526	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:27638	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450462	FDAARGOS_932	GCA_016117735.1	FDAARGOS_932	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:30770	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450462	FDAARGOS_932	GCA_016117735.1	FDAARGOS_932	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:30770	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803951		EPI_ISL_16886739	4610	NA	A/WA/04610/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450434	FDAARGOS_904	GCA_016027155.1	FDAARGOS_904	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:798	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450434	FDAARGOS_904	GCA_016027155.1	FDAARGOS_904	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:798	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803983		EPI_ISL_16868564	51376	NA	A/WA/51376/2022(H1N1)	UW Medicine	44866	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803996		EPI_ISL_16886832	92634	NA	A/WA/92634/2022(H1N1)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN21402692	FDAARGOS_1525	GCA_020341515.1	FDAARGOS_1525	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:1296	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803998		EPI_ISL_16886796	97243	NA	A/WA/97243/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803980		EPI_ISL_16868575	49566	NA	A/WA/49566/2022(H3N2)	UW Medicine	44866	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803993		EPI_ISL_16868565	75737	NA	A/WA/75737/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450461	FDAARGOS_931	GCA_016026675.1	FDAARGOS_931	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:29991	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridium perfringens	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1502	ARGOS_000020	v1.4	PRJNA231221	SAMN13450461	FDAARGOS_931	GCA_016026675.1	FDAARGOS_931	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:29991	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803991		EPI_ISL_16868585	66184	NA	A/WA/66184/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803984		EPI_ISL_16868577	52234	NA	A/WA/52234/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803985		EPI_ISL_16868578	54319	NA	A/WA/54319/2022(H3N2)	UW Medicine	44866	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridium sporogenes	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1509	ARGOS_000020	v1.4	PRJNA231221	SAMN20888887	FDAARGOS_1470	GCA_019933215.1	FDAARGOS_1470	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:1664	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN21402694	FDAARGOS_1527	GCA_020297505.1	FDAARGOS_1527	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:29747	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803994		EPI_ISL_16868587	75885	NA	A/WA/75885/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN04875595	FDAARGOS_269	GCA_002082985.2	FDAARGOS_269	NA	Not Applicable	ATCC, B Limbago	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:BAA-1872D-5	Environment	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN04875595	FDAARGOS_269	GCA_002082985.2	FDAARGOS_269	NA	Not Applicable	ATCC, B Limbago	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:BAA-1872D-5	Environment	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN04875594	FDAARGOS_268	GCA_002082945.2	FDAARGOS_268	NA	Not Applicable	ATCC < B Wren < H Maschler	1982	Switzerland	human feces	Not Applicable	ATCC:BAA-1382D-5	Homo sapiens	Missing	Hospitalized patient in surgical ward	Severe pseudomembraneous colitis	Alive	Missing	Missing	Missing	Culture, plasmid agarose gel electrophoresis, phenotypic identification	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN04875594	FDAARGOS_268	GCA_002082945.2	FDAARGOS_268	NA	Not Applicable	ATCC < B Wren < H Maschler	1982	Switzerland	human feces	Not Applicable	ATCC:BAA-1382D-5	Homo sapiens	Missing	Hospitalized patient in surgical ward	Severe pseudomembraneous colitis	Alive	Missing	Missing	Missing	Culture, plasmid agarose gel electrophoresis, phenotypic identification	NA
Clostridium sporogenes	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1509	ARGOS_000020	v1.4	PRJNA231221	SAMN07312467	FDAARGOS_423	GCA_002588205.1	FDAARGOS_423	NA	Not Applicable	ATCC < HD Vera	Missing	USA:VA	cotton plant	Not Applicable	ATCC:11437D-5	Environment	Not Applicable	Missing	Not Applicable	Missing	Missing	Missing	Not Applicable	Culture	NA
Clostridium sporogenes	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1509	ARGOS_000020	v1.4	PRJNA231221	SAMN07312467	FDAARGOS_423	GCA_002588205.1	FDAARGOS_423	NA	Not Applicable	ATCC < HD Vera	Missing	USA:VA	cotton plant	Not Applicable	ATCC:11437D-5	Environment	Not Applicable	Missing	Not Applicable	Missing	Missing	Missing	Not Applicable	Culture	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN20888886	FDAARGOS_1469	GCA_019931025.1	FDAARGOS_1469	NA	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:102978	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridium sporogenes	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1509	ARGOS_000020	v1.4	PRJNA231221	SAMN21218847	FDAARGOS_1491	GCA_020099295.1	FDAARGOS_1491	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:1446	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN11056438	FDAARGOS_723	GCA_009730495.1	FDAARGOS_723	NA	Not applicable	ATCC	Unknown	USA:VA	clinical isolate	Not applicable	FDA:FDAARGOS_723	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803988		EPI_ISL_16868584	57577	NA	A/WA/57577/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803947		EPI_ISL_16886715	593	NA	A/WA/00593/2022(H3N2)	UW Medicine	44866	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridium sporogenes	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1509	ARGOS_000020	v1.4	PRJNA231221	SAMN20888888	FDAARGOS_1471	GCA_019933215.1	FDAARGOS_1471	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:46279	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803982		EPI_ISL_16886785	50191	NA	A/WA/50191/2022(H3N2)	UW Medicine	44866	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803987		EPI_ISL_16868583	55399	NA	A/WA/55399/2022(H1N1)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridium sporogenes	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1509	ARGOS_000020	v1.4	PRJNA231221	SAMN21402698	FDAARGOS_1531	GCA_020341555.1	FDAARGOS_1531	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:767	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803989		EPI_ISL_16886787	60102	NA	A/WA/60102/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803997		EPI_ISL_16886790	95880	NA	A/WA/95880/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803953		EPI_ISL_16868557	6140	NA	A/WA/06140/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Influenza A virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000020	v1.4	PRJNA917703	SAMN32803992		EPI_ISL_16868586	69597	NA	A/WA/69597/2022(H3N2)	UW Medicine	44896	USA	nasal swab	47.6062 N 122.3321 W		Homo sapiens			not collected						NA
Clostridium septicum	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	1504	ARGOS_000020	v1.4	PRJNA231221	SAMN22091648	FDAARGOS_1551	GCA_020736665.1	FDAARGOS_1551	NA	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:7534	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Clostridioides difficile	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000020	v1.4	PRJNA231221	SAMN21402695	FDAARGOS_1528	GCA_020097215.1	FDAARGOS_1528	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:105001	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Pseudomonas aeruginosa	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	287	ARGOS_000020	v1.4	PRJNA231221	SAMN03996267	FDAARGOS_121	GCA_001471435.2	FDAARGOS_121		Not Applicable	Children's National Hospital	41602	USA: DC	urine cathether	Not Applicable	FDA:FDAARGOS_121	Homo sapiens	14M	Missing	Urinary tract infection	Missing	Missing	Missing	female	phenotypic identification	
Pseudomonas aeruginosa	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	287	ARGOS_000020	v1.4	PRJNA231221	SAMN03996297	FDAARGOS_154	GCA_001471355.2	FDAARGOS_154		Not Applicable	Children's National Hospital	41752	USA: DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_154	Homo sapiens	8M	Missing	Colonization	Missing	Missing	Missing	female	phenotypic identification	
Pseudomonas aeruginosa	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	287	ARGOS_000020	v1.4	PRJNA231221	SAMN06173353	FDAARGOS_340	GCA_002206285.2	FDAARGOS_340		Not Applicable	Children's National Hospital	42074	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_340	Homo sapiens	3M	Missing	Colonization	Missing	Missing	Missing	male	Phenotypic identification	
