organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	sra_run_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	bioproject	biosample	strain	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	n_content	avg_phred_score	avg_read_length	max_read_length	min_read_length	num_reads_unique	pos_outlier_count	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_t	count_g	count_c	count_n	instrument	id_method	wgs_accession	strategy	ngs_score
Acinetobacter baumannii	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	470	SRR2818922	ARGOS_000009	v1.4	ILLUMINA	IL100047537_SN180_20141031_L3_experiment	PRJNA231221	SRS1134874	FDAARGOS_123	SRR2818922	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2818922/SRR2818922	38.9	0.007369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18E+08	1.18E+08	75345847	74756242	28438	ILLUMINA	phenotypic identification	NA	WGS	NA
Staphylococcus aureus	clinical isolate	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR2822472	ARGOS_000009	v1.4	ILLUMINA	IL100047583_SN7001163_20140926_L4_experiment	PRJNA231221	SRS1135215	FDAARGOS_169	SRR2822472	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2822472/SRR2822472	32.42	0.015096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.23E+08	4.21E+08	2.03E+08	2.02E+08	188485	ILLUMINA	phenotypic identification	NA	WGS	NA
Enterobacter asburiae	DSM 30058	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	NA	61645	SRR12825955	ARGOS_000009	v1.4	ILLUMINA	IL100133330_K00134_20190702_L3_experiment	PRJNA231221	SRS7519935	FDAARGOS_1056	SRR12825955	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825955/SRR12825955	54.43	0.003618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.13E+08	5.10E+08	6.09E+08	6.12E+08	81199	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Streptobacillus moniliformis	ATCC 14647D-5; [9901, DSM 12112, NCTC 10651] ; Renamed from Streptocthrix muris ratti; ATCC 14647D-5; [9901, DSM 12112, NCTC 10651]	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Streptobacillus	NA	34105	SRR5413295	ARGOS_000009	v1.4	ILLUMINA	IL100056703_SN7001163_20150515_L7_experiment	PRJNA231221	SRS2098890	FDAARGOS_310	SRR5413295	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5413295/SRR5413295	26.84	0.017674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89E+08	3.90E+08	1.42E+08	1.44E+08	188231	ILLUMINA	Culture and phenotypic identification	NA	WGS	NA
Vibrio alginolyticus	ATCC 43996	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	663	SRR2818088	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045838-2_RS42150_20140814_D01-2_experiment	PRJNA231221	SRS1134794	FDAARGOS_114	SRR2818088	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2818088/SRR2818088	50.84	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22E+08	1.08E+08	1.12E+08	1.27E+08	0	PACBIO_SMRT	16S and MLST	NA	WGS	NA
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	NA	1392	SRR9171532	ARGOS_000009	v1.4	PACBIO_SMRT	PL100084398-1_RS42150_20170530_H02-1_experiment	PRJNA231221	SRS4855015	FDAARGOS_700	SRR9171532	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9171532/SRR9171532	36.56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.74E+08	6.14E+08	3.57E+08	3.27E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Actinomyces oris	DSM 23056	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Actinomyces	NA	544580	SRR12825941	ARGOS_000009	v1.4	PACBIO_SMRT	PL100129067-1_RS42150_20190503_H01-1_experiment	PRJNA231221	SRS7519930	FDAARGOS_1051	SRR12825941	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825941/SRR12825941	64.67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.04E+08	4.42E+08	9.04E+08	8.27E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Bacteroides nordii	DSM 18764	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	NA	291645	SRR16259013	ARGOS_000009	v1.4	PACBIO_SMRT	PL100169575-1_S54024R1_20210608_C01_bc1002-bc1002_experiment	PRJNA231221	SRS10498122	FDAARGOS_1461	SRR16259013	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR16259013/SRR16259013	40.96	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.26E+08	7.74E+08	5.14E+08	5.26E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Pseudomonas fulva	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group	NA	47880	SRR2822466	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045902-1_RS42150_20140929_G01-1_experiment	PRJNA231221	SRS1135214	FDAARGOS_167	SRR2822466	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2822466/SRR2822466	60.24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.93E+08	4.54E+08	7.09E+08	7.26E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Enterococcus sp. FDAARGOS_553		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; unclassified Enterococcus	NA	2420313	SRR8180812	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072469-2_RS42150_20180214_B01-1_experiment	PRJNA231221	SRS4035612	FDAARGOS_553	SRR8180812	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180812/SRR8180812	42.84	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.11E+08	4.16E+08	3.26E+08	2.94E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Legionella pneumophila subsp. pneumophila	ATCC 33152D-5; Philadelphia-1	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; Legionella pneumophila	NA	91891	SRR4272057	ARGOS_000009	v1.4	PACBIO_SMRT	PL100048440-1_RS42150_20150113_D02-1_experiment	PRJNA231221	SRS1704430	FDAARGOS_202	SRR4272057	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4272057/SRR4272057	41.29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54259680	60972116	36829976	44199895	0	PACBIO_SMRT	Phenotypic identification	NA	WGS	NA
Lactococcus garvieae	DSM 20385	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	1363	SRR12825969	ARGOS_000009	v1.4	PACBIO_SMRT	PL100129082-1_RS42150_20190716_C01-1_experiment	PRJNA231221	SRS7519941	FDAARGOS_1062	SRR12825969	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825969/SRR12825969	38.53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.45E+08	9.66E+08	6.42E+08	5.56E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Legionella anisa	ATCC 35292D-5; WA-316-C3 [NCTC 11974]	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella	NA	28082	SRR4272043	ARGOS_000009	v1.4	PACBIO_SMRT	PL100048438-1_RS42150_20141020_E01-2_experiment	PRJNA231221	SRS1704426	FDAARGOS_200	SRR4272043	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4272043/SRR4272043	50.42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38E+08	1.08E+08	1.06E+08	1.44E+08	0	PACBIO_SMRT	Phenotypic identification	NA	WGS	NA
Klebsiella oxytoca	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	571	SRR5419948	ARGOS_000009	v1.4	PACBIO_SMRT	PL100057752-1_RS42150_20150731_E01-1_experiment	PRJNA231221	SRS2103210	FDAARGOS_335	SRR5419948	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5419948/SRR5419948	53.15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97E+08	1.94E+08	2.27E+08	2.16E+08	0	PACBIO_SMRT	Phenotypic identification	NA	WGS	NA
Enterococcus durans	DSM 20633	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	NA	53345	SRR15076256	ARGOS_000009	v1.4	PACBIO_SMRT	PL100159585-1_S64018_20200923_C01_bc1002-bc1002_experiment	PRJNA231221	SRS9430940	FDAARGOS_1437	SRR15076256	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15076256/SRR15076256	38.35	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23E+09	1.18E+09	7.32E+08	7.67E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Burkholderia multivorans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	NA	87883	SRR8180806	ARGOS_000009	v1.4	ILLUMINA	IL100073447_K00134_20160805_L2_experiment	PRJNA231221	SRS4035609	FDAARGOS_548	SRR8180806	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180806/SRR8180806	57.27	0.006875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.76E+08	4.75E+08	6.36E+08	6.38E+08	152971	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Dengue virus	DENV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	12637	SRR11453073	ARGOS_000009	v1.4	ILLUMINA	IL100120953_M01994_20190329_L1_experiment	PRJNA231221	SRS6403164	FDAARGOS_969	SRR11453073	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR11453073/SRR11453073.1	45.33	0.000214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43E+08	1.29E+08	1.14E+08	1.12E+08	1067	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus epidermidis	ATCC 12228-1	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1282	SRR12047979	ARGOS_000009	v1.4	ILLUMINA	IL100106389_K00134_20181012_L1_experiment	PRJNA231221	SRS6868447	FDAARGOS_913	SRR12047979	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047979/SRR12047979	31.41	0.01247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.85E+08	7.91E+08	3.60E+08	3.61E+08	286529	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Helicobacter pylori	ATCC 700824D-5; J99	cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter	NA	210	SRR5413256	ARGOS_000009	v1.4	PACBIO_SMRT	PL100054215-1_RS42150_20150526_D01-1_experiment	PRJNA231221	SRS2098865	FDAARGOS_300	SRR5413256	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5413256/SRR5413256	39.64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.03E+08	9.76E+08	6.53E+08	5.81E+08	0	PACBIO_SMRT	Culture	NA	WGS	NA
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	NA	287	SRR8179284	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072409-1_RS42150_20160729_A01-1_experiment	PRJNA231221	SRS4034218	FDAARGOS_505	SRR8179284	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8179284/SRR8179284	64.3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.52E+08	3.93E+08	7.55E+08	7.66E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Dengue virus	DENV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	12637	SRR11453067	ARGOS_000009	v1.4	ILLUMINA	IL100120948_M01994_20190329_L1_experiment	PRJNA231221	SRS6403160	FDAARGOS_964	SRR11453067	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11453067/SRR11453067	46.5	0.000196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42801978	40081178	36292470	35755392	304	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Legionella anisa	DSM 17627	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella	NA	28082	SRR16263416	ARGOS_000009	v1.4	PACBIO_SMRT	PL100169600-1_S54024R1_20210617_D01_bc1009-bc1009_experiment	PRJNA231221	SRS10502005	FDAARGOS_1480	SRR16263416	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR016/16263/SRR16263416/SRR16263416.1	38.85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.66E+08	6.01E+08	3.69E+08	3.73E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Pluralibacter gergoviae	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pluralibacter	NA	61647	SRR4380216	ARGOS_000009	v1.4	ILLUMINA	IL100059407_K00134_20150612_L8_experiment	PRJNA231221	SRS1666446	FDAARGOS_186	SRR4380216	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4380216/SRR4380216	58.11	0.062068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.64E+08	6.59E+08	9.22E+08	9.16E+08	1963530	ILLUMINA	Phenotypic identification	NA	WGS	NA
Sudan ebolavirus	EBOV	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	NA	186540	SRR7167617	ARGOS_000009	v1.4	ILLUMINA	IL100072712_M00708_20160628_L1_experiment	PRJNA231221	SRS3302638	FDAARGOS_470	SRR7167617	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7167617/SRR7167617	41.69	0.001008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22E+08	1.21E+08	84813813	88615825	4193	ILLUMINA	real-time PCR, EM, deep sequencing	NA	AMPLICON	NA
Klebsiella pneumoniae	KbGH0188	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13674231	ARGOS_000009	v1.4	ILLUMINA	IL100148512_A00904_20200228_L2_experiment	PRJNA231221	SRS8225880	FDAARGOS_1318	SRR13674231	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13674231/SRR13674231	55.8	0.001679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.34E+08	6.24E+08	7.93E+08	7.95E+08	47796	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Zika virus	ZIKV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	64320	SRR7167603	ARGOS_000009	v1.4	ILLUMINA	IL100070147_M01994_20160510_L1_experiment	PRJNA231221	SRS3302627	FDAARGOS_461	SRR7167603	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7167603/SRR7167603	51.28	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29E+08	1.29E+08	1.34E+08	1.38E+08	0	ILLUMINA	RT-PCR and amplicon sequencing	NA	AMPLICON	NA
Eikenella corrodens	DSM 8340	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Eikenella	NA	539	SRR16263402	ARGOS_000009	v1.4	ILLUMINA	IL100186127_A00904_20210610_L1_experiment	PRJNA231221	SRS10501997	FDAARGOS_1474	SRR16263402	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR16263402/SRR16263402	55.87	0.00049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.89E+08	9.82E+08	1.25E+09	1.25E+09	21859	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Zaire ebolavirus	RA0212_SD7_FT	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	NA	186538	SRR17429280	ARGOS_000009	v1.4	ILLUMINA	IL100146694_M01994_20191220_L1_experiment	PRJNA231221	SRS11339656	FDAARGOS_1177	SRR17429280	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17429280/SRR17429280	41.18	6.25E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93624273	94715313	65704806	66155262	2	ILLUMINA	Phenotypic and Molecular Methods	NA	AMPLICON	NA
Burkholderia glumae		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia	NA	337	SRR12048525	ARGOS_000009	v1.4	ILLUMINA	IL100105007_K00134_20180711_L5_experiment	PRJNA231221	SRS6868908	FDAARGOS_921	SRR12048525	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12048525/SRR12048525	66.85	0.006689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.25E+08	6.15E+08	1.25E+09	1.25E+09	250209	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus epidermidis	clinical isolate	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1282	SRR2821769	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045886-1_RS42150_20141006_G01-1_experiment	PRJNA231221	SRS1135173	FDAARGOS_153	SRR2821769	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2821769/SRR2821769	48.78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14E+08	2.40E+08	2.37E+08	2.91E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Burkholderia glumae		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia	NA	337	SRR12066800	ARGOS_000009	v1.4	PACBIO_SMRT	PL100053616-1_S54024R1_20180906_A01_experiment	PRJNA231221	SRS6885223	FDAARGOS_949	SRR12066800	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12066800/SRR12066800	65.46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59E+08	3.00E+08	5.03E+08	5.56E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Bacillus licheniformis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group	NA	1402	SRR12048531	ARGOS_000009	v1.4	ILLUMINA	IL100105791_K00134_20180815_L5_experiment	PRJNA231221	SRS6868910	FDAARGOS_923	SRR12048531	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12048531/SRR12048531	45.05	0.017011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72E+08	2.72E+08	2.23E+08	2.23E+08	168540	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Prescottella equi		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Nocardiaceae; Prescottella	NA	43767	SRR12066814	ARGOS_000009	v1.4	ILLUMINA	IL100105029_K00134_20180711_L2_experiment	PRJNA231221	SRS6885235	FDAARGOS_952	SRR12066814	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12066814/SRR12066814	68.02	0.003427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.91E+08	3.86E+08	8.25E+08	8.26E+08	83214	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Cupriavidus metallidurans	ATCC:43123D-5; strain CH34	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	NA	119219	SRR9161655	ARGOS_000009	v1.4	ILLUMINA	IL100085935_K00134_20170420_L8_experiment	PRJNA231221	SRS4847855	FDAARGOS_675	SRR9161655	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9161655/SRR9161655	61.44	0.020664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84E+08	4.81E+08	7.72E+08	7.67E+08	517437	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Burkholderia cenocepacia		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	NA	95486	SRR8180796	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072461-2_RS42150_20170103_H01-1_experiment	PRJNA231221	SRS4035604	FDAARGOS_545	SRR8180796	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180796/SRR8180796	57.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.48E+08	3.80E+08	5.18E+08	4.51E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Stenotrophomonas maltophilia	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	NA	40324	SRR5419828	ARGOS_000009	v1.4	PACBIO_SMRT	PL100057738-1_RS42150_20150729_E01-1_experiment	PRJNA231221	SRS2103099	FDAARGOS_325	SRR5419828	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5419828/SRR5419828	63.27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.58E+08	4.37E+08	8.13E+08	7.29E+08	0	PACBIO_SMRT	Phenotypic identification	NA	WGS	NA
Staphylococcus aureus	Pg0400; NRS107, RN4220/pGO400	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955590	ARGOS_000009	v1.4	ILLUMINA	IL100040273_SN180_20131217_L7_experiment	PRJNA231221	SRS895935	FDAARGOS_7	SRR1955590	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955590/SRR1955590	32.3	0.012107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.98E+08	3.96E+08	1.90E+08	1.89E+08	142017	ILLUMINA	phenotypic identification	NA	WGS	NA
Streptococcus gordonii	DSM 20568	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	NA	1302	SRR15076450	ARGOS_000009	v1.4	PACBIO_SMRT	PL100159603-1_S64018_20200923_D01_bc1008-bc1008_experiment	PRJNA231221	SRS9431118	FDAARGOS 1455	SRR15076450	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15076450/SRR15076450	40.66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05E+09	9.82E+08	6.70E+08	7.24E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Streptococcus mitis	DSM 12643	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	NA	28037	SRR15076444	ARGOS_000009	v1.4	PACBIO_SMRT	PL100159604-1_S64018_20200923_D01_bc1009-bc1009_experiment	PRJNA231221	SRS9431113	FDAARGOS 1456	SRR15076444	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15076444/SRR15076444	40.55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.96E+08	5.60E+08	3.81E+08	4.07E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	Pg01; NRS106, RN4220/Pgo1	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955584	ARGOS_000009	v1.4	PACBIO_SMRT	PL100039696-1_RS42150_20131218_F01_experiment	PRJNA231221	SRS895929	FDAARGOS_6	SRR1955584	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955584/SRR1955584	41.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.93E+08	3.34E+08	2.34E+08	2.82E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
